time_period,scenario,series_name,average_normalised_score,average_normalised_score_p05,average_normalised_score_p95,routes_used,characteristics_used
143,nuclear,nuclear_avg,0.719000,0.575756,0.819433,3,8
143,fusion,fusion_avg,0.741219,0.448001,0.844016,3,8
144,solar,solar_avg,0.613781,0.504798,0.709311,3,8
144,nuclear,nuclear_avg,0.723894,0.586960,0.809234,3,8
144,fusion,fusion_avg,0.749498,0.624746,0.835285,3,8
145,solar,solar_avg,0.612808,0.495816,0.710127,3,8
145,nuclear,nuclear_avg,0.722628,0.465534,0.811599,3,8
145,fusion,fusion_avg,0.749732,0.624234,0.836042,3,8
146,solar,solar_avg,0.592968,0.500615,0.681896,3,8
146,nuclear,nuclear_avg,0.695896,0.370584,0.783473,3,8
146,fusion,fusion_avg,0.721734,0.623110,0.806139,3,8
147,solar,solar_avg,0.592799,0.507890,0.692323,3,8
147,nuclear,nuclear_avg,0.692502,0.299739,0.794719,3,8
147,fusion,fusion_avg,0.721269,0.628218,0.817944,3,8
148,solar,solar_avg,0.614775,0.502525,0.714123,3,8
148,nuclear,nuclear_avg,0.717281,0.289622,0.813805,3,8
148,fusion,fusion_avg,0.746128,0.632419,0.838449,3,8
149,solar,solar_avg,0.612998,0.515103,0.718765,3,8
149,nuclear,nuclear_avg,0.719158,0.300207,0.820293,3,8
149,fusion,fusion_avg,0.747229,0.643276,0.844492,3,8
150,solar,solar_avg,0.607247,0.518685,0.715867,3,8
150,nuclear,nuclear_avg,0.714210,0.389361,0.816795,3,8
150,fusion,fusion_avg,0.744064,0.645440,0.841838,3,8
151,solar,solar_avg,0.612583,0.498319,0.704842,3,8
151,nuclear,nuclear_avg,0.719131,0.360756,0.805924,3,8
151,fusion,fusion_avg,0.748604,0.638470,0.830801,3,8
152,solar,solar_avg,0.605318,0.521066,0.695654,3,8
152,nuclear,nuclear_avg,0.716281,0.388237,0.806721,3,8
152,fusion,fusion_avg,0.744064,0.662317,0.832731,3,8
153,solar,solar_avg,0.579684,0.471730,0.671719,3,8
153,nuclear,nuclear_avg,0.695451,0.370039,0.786327,3,8
153,fusion,fusion_avg,0.723345,0.629028,0.810947,3,8
154,solar,solar_avg,0.572839,0.479076,0.676562,3,8
154,nuclear,nuclear_avg,0.694460,0.366331,0.792708,3,8
154,fusion,fusion_avg,0.723212,0.635059,0.815590,3,8
155,solar,solar_avg,0.600573,0.498147,0.701737,3,8
155,nuclear,nuclear_avg,0.716344,0.372999,0.814284,3,8
155,fusion,fusion_avg,0.747960,0.657628,0.838984,3,8
156,solar,solar_avg,0.596732,0.490109,0.697829,3,8
156,nuclear,nuclear_avg,0.713486,0.364322,0.810803,3,8
156,fusion,fusion_avg,0.744392,0.655497,0.837832,3,8
157,solar,solar_avg,0.599187,0.467110,0.694536,3,8
157,nuclear,nuclear_avg,0.711081,0.334283,0.808956,3,8
157,fusion,fusion_avg,0.745357,0.625912,0.834664,3,8
158,solar,solar_avg,0.601125,0.481306,0.701459,3,8
158,nuclear,nuclear_avg,0.715884,0.353281,0.814442,3,8
158,fusion,fusion_avg,0.746836,0.637664,0.838867,3,8
159,solar,solar_avg,0.596311,0.500825,0.694931,3,8
159,nuclear,nuclear_avg,0.711142,0.375762,0.809089,3,8
159,fusion,fusion_avg,0.744633,0.610354,0.836436,3,8
160,solar,solar_avg,0.572776,0.478096,0.671816,3,8
160,nuclear,nuclear_avg,0.692848,0.367955,0.788696,3,8
160,fusion,fusion_avg,0.723842,0.632903,0.811906,3,8
161,solar,solar_avg,0.566006,0.472236,0.669161,3,8
161,nuclear,nuclear_avg,0.689118,0.363806,0.788361,3,8
161,fusion,fusion_avg,0.717639,0.627091,0.812723,3,8
162,solar,solar_avg,0.601110,0.481128,0.700416,3,8
162,nuclear,nuclear_avg,0.716942,0.364988,0.812408,3,8
162,fusion,fusion_avg,0.747417,0.555664,0.837129,3,8
163,solar,solar_avg,0.596629,0.495700,0.694062,3,8
163,nuclear,nuclear_avg,0.715117,0.376881,0.806889,3,8
163,fusion,fusion_avg,0.745733,0.652247,0.833722,3,8
164,solar,solar_avg,0.600779,0.477166,0.695104,3,8
164,nuclear,nuclear_avg,0.717939,0.359572,0.808664,3,8
164,fusion,fusion_avg,0.747496,0.637038,0.835046,3,8
165,solar,solar_avg,0.600835,0.458923,0.707984,3,8
165,nuclear,nuclear_avg,0.719483,0.304243,0.821184,3,8
165,fusion,fusion_avg,0.746819,0.617315,0.846011,3,8
166,solar,solar_avg,0.601536,0.472878,0.694473,3,8
166,nuclear,nuclear_avg,0.719623,0.394594,0.809985,3,8
166,fusion,fusion_avg,0.747912,0.575192,0.835587,3,8
167,solar,solar_avg,0.570120,0.476836,0.651831,3,8
167,nuclear,nuclear_avg,0.693088,0.358484,0.773524,3,8
167,fusion,fusion_avg,0.722126,0.629902,0.796259,3,8
168,solar,solar_avg,0.572085,0.474621,0.663072,3,8
168,nuclear,nuclear_avg,0.697158,0.366364,0.784037,3,8
168,fusion,fusion_avg,0.724931,0.629502,0.806622,3,8
169,solar,solar_avg,0.602063,0.480832,0.695151,3,8
169,nuclear,nuclear_avg,0.721131,0.350540,0.807919,3,8
169,fusion,fusion_avg,0.748738,0.621131,0.832478,3,8
170,solar,solar_avg,0.598367,0.496709,0.692550,3,8
170,nuclear,nuclear_avg,0.714129,0.471922,0.807082,3,8
170,fusion,fusion_avg,0.742603,0.632016,0.832337,3,8
171,solar,solar_avg,0.597726,0.495184,0.694170,3,8
171,nuclear,nuclear_avg,0.715806,0.470813,0.809203,3,8
171,fusion,fusion_avg,0.744009,0.634921,0.832014,3,8
172,solar,solar_avg,0.600385,0.502234,0.699953,3,8
172,nuclear,nuclear_avg,0.716783,0.442570,0.812452,3,8
172,fusion,fusion_avg,0.746479,0.577337,0.835489,3,8
173,solar,solar_avg,0.597173,0.473085,0.700180,3,8
173,nuclear,nuclear_avg,0.717812,0.448195,0.813266,3,8
173,fusion,fusion_avg,0.746654,0.552968,0.836108,3,8
174,solar,solar_avg,0.571468,0.473219,0.667691,3,8
174,nuclear,nuclear_avg,0.694839,0.357725,0.786655,3,8
174,fusion,fusion_avg,0.721716,0.549838,0.806588,3,8
175,solar,solar_avg,0.568386,0.477673,0.668178,3,8
175,nuclear,nuclear_avg,0.693027,0.366831,0.788450,3,8
175,fusion,fusion_avg,0.720705,0.562012,0.810867,3,8
176,solar,solar_avg,0.601113,0.482926,0.698716,3,8
176,nuclear,nuclear_avg,0.719212,0.351644,0.808812,3,8
176,fusion,fusion_avg,0.746851,0.555911,0.837163,3,8
177,solar,solar_avg,0.601250,0.500782,0.696511,3,8
177,nuclear,nuclear_avg,0.718169,0.377379,0.810272,3,8
177,fusion,fusion_avg,0.746674,0.573391,0.835330,3,8
178,solar,solar_avg,0.601567,0.490615,0.702414,3,8
178,nuclear,nuclear_avg,0.719748,0.376202,0.814265,3,8
178,fusion,fusion_avg,0.747841,0.569687,0.839323,3,8
179,solar,solar_avg,0.599540,0.473731,0.692453,3,8
179,nuclear,nuclear_avg,0.718293,0.354367,0.805732,3,8
179,fusion,fusion_avg,0.746456,0.553069,0.830305,3,8
180,solar,solar_avg,0.598995,0.467240,0.708427,3,8
180,nuclear,nuclear_avg,0.720296,0.348189,0.815336,3,8
180,fusion,fusion_avg,0.747639,0.546877,0.843158,3,8
181,solar,solar_avg,0.570556,0.473049,0.665970,3,8
181,nuclear,nuclear_avg,0.694923,0.472904,0.785006,3,8
181,fusion,fusion_avg,0.721070,0.556755,0.806363,3,8
182,solar,solar_avg,0.570676,0.472886,0.662444,3,8
182,nuclear,nuclear_avg,0.695383,0.474197,0.781622,3,8
182,fusion,fusion_avg,0.721364,0.554338,0.803691,3,8
183,solar,solar_avg,0.599150,0.486384,0.693651,3,8
183,nuclear,nuclear_avg,0.718604,0.458285,0.807476,3,8
183,fusion,fusion_avg,0.745807,0.553157,0.832538,3,8
184,solar,solar_avg,0.598462,0.477680,0.701058,3,8
184,nuclear,nuclear_avg,0.717567,0.388641,0.815343,3,8
184,fusion,fusion_avg,0.745352,0.560580,0.839857,3,8
185,solar,solar_avg,0.601059,0.476213,0.700551,3,8
185,nuclear,nuclear_avg,0.717224,0.380348,0.812335,3,8
185,fusion,fusion_avg,0.747570,0.624016,0.838864,3,8
186,solar,solar_avg,0.598436,0.459688,0.701303,3,8
186,nuclear,nuclear_avg,0.718704,0.310139,0.813985,3,8
186,fusion,fusion_avg,0.747249,0.610714,0.840387,3,8
187,solar,solar_avg,0.599767,0.484168,0.695515,3,8
187,nuclear,nuclear_avg,0.719530,0.392733,0.810476,3,8
187,fusion,fusion_avg,0.749119,0.648264,0.835922,3,8
188,solar,solar_avg,0.573964,0.477526,0.670025,3,8
188,nuclear,nuclear_avg,0.698606,0.397466,0.788844,3,8
188,fusion,fusion_avg,0.726561,0.635326,0.812630,3,8
189,solar,solar_avg,0.573642,0.466887,0.666431,3,8
189,nuclear,nuclear_avg,0.697906,0.394835,0.786075,3,8
189,fusion,fusion_avg,0.726867,0.626701,0.810923,3,8
190,solar,solar_avg,0.603809,0.483294,0.690284,3,8
190,nuclear,nuclear_avg,0.721909,0.497305,0.805446,3,8
190,fusion,fusion_avg,0.750809,0.645020,0.831292,3,8
191,solar,solar_avg,0.600020,0.487202,0.696609,3,8
191,nuclear,nuclear_avg,0.717386,0.497388,0.811697,3,8
191,fusion,fusion_avg,0.746231,0.634663,0.837279,3,8
192,solar,solar_avg,0.600915,0.507104,0.697828,3,8
192,nuclear,nuclear_avg,0.718441,0.524089,0.811351,3,8
192,fusion,fusion_avg,0.746914,0.657128,0.837514,3,8
193,solar,solar_avg,0.596513,0.457895,0.704621,3,8
193,nuclear,nuclear_avg,0.715541,0.476931,0.816245,3,8
193,fusion,fusion_avg,0.742791,0.602476,0.842031,3,8
194,solar,solar_avg,0.602933,0.496202,0.689003,3,8
194,nuclear,nuclear_avg,0.720799,0.517052,0.803653,3,8
194,fusion,fusion_avg,0.749461,0.646184,0.830428,3,8
195,solar,solar_avg,0.567647,0.474868,0.671976,3,8
195,nuclear,nuclear_avg,0.693100,0.400889,0.791215,3,8
195,fusion,fusion_avg,0.720610,0.627487,0.815373,3,8
196,solar,solar_avg,0.568129,0.478051,0.659719,3,8
196,nuclear,nuclear_avg,0.691309,0.400563,0.780922,3,8
196,fusion,fusion_avg,0.718654,0.623020,0.804209,3,8
197,solar,solar_avg,0.604077,0.503976,0.686441,3,8
197,nuclear,nuclear_avg,0.720062,0.420445,0.801271,3,8
197,fusion,fusion_avg,0.750129,0.651509,0.827537,3,8
198,solar,solar_avg,0.602384,0.500801,0.699763,3,8
198,nuclear,nuclear_avg,0.719709,0.413293,0.813419,3,8
198,fusion,fusion_avg,0.748251,0.650342,0.839665,3,8
199,solar,solar_avg,0.595803,0.474143,0.699211,3,8
199,nuclear,nuclear_avg,0.715109,0.382677,0.811299,3,8
199,fusion,fusion_avg,0.744383,0.631552,0.838527,3,8
200,solar,solar_avg,0.597124,0.495554,0.699618,3,8
200,nuclear,nuclear_avg,0.714902,0.395936,0.813686,3,8
200,fusion,fusion_avg,0.744438,0.644360,0.839921,3,8
201,solar,solar_avg,0.602842,0.477780,0.689849,3,8
201,nuclear,nuclear_avg,0.721103,0.387521,0.803610,3,8
201,fusion,fusion_avg,0.749661,0.630701,0.830781,3,8
202,solar,solar_avg,0.565636,0.475990,0.667132,3,8
202,nuclear,nuclear_avg,0.688949,0.404344,0.786670,3,8
202,fusion,fusion_avg,0.716967,0.623826,0.810439,3,8
203,solar,solar_avg,0.574352,0.476444,0.663392,3,8
203,nuclear,nuclear_avg,0.698937,0.397248,0.782420,3,8
203,fusion,fusion_avg,0.725876,0.624060,0.807186,3,8
204,solar,solar_avg,0.599285,0.486746,0.698538,3,8
204,nuclear,nuclear_avg,0.714759,0.407618,0.810720,3,8
204,fusion,fusion_avg,0.744117,0.629553,0.838327,3,8
205,solar,solar_avg,0.598828,0.491075,0.700986,3,8
205,nuclear,nuclear_avg,0.715648,0.397320,0.812482,3,8
205,fusion,fusion_avg,0.744869,0.645123,0.839754,3,8
206,solar,solar_avg,0.601491,0.483179,0.700647,3,8
206,nuclear,nuclear_avg,0.719769,0.380269,0.812126,3,8
206,fusion,fusion_avg,0.746864,0.641444,0.839796,3,8
207,solar,solar_avg,0.600208,0.483290,0.698708,3,8
207,nuclear,nuclear_avg,0.720051,0.419174,0.811539,3,8
207,fusion,fusion_avg,0.748226,0.635934,0.838603,3,8
208,solar,solar_avg,0.596541,0.480137,0.699675,3,8
208,nuclear,nuclear_avg,0.716728,0.488216,0.814018,3,8
208,fusion,fusion_avg,0.745398,0.635126,0.840347,3,8
209,solar,solar_avg,0.568015,0.475709,0.670437,3,8
209,nuclear,nuclear_avg,0.691274,0.491305,0.789847,3,8
209,fusion,fusion_avg,0.718950,0.567435,0.813688,3,8
210,solar,solar_avg,0.568347,0.477813,0.667989,3,8
210,nuclear,nuclear_avg,0.691888,0.426672,0.786157,3,8
210,fusion,fusion_avg,0.719698,0.630444,0.810880,3,8
211,solar,solar_avg,0.601926,0.491995,0.702634,3,8
211,nuclear,nuclear_avg,0.720413,0.498162,0.815038,3,8
211,fusion,fusion_avg,0.747895,0.646799,0.842106,3,8
212,solar,solar_avg,0.600702,0.460585,0.702932,3,8
212,nuclear,nuclear_avg,0.720838,0.473316,0.815409,3,8
212,fusion,fusion_avg,0.748960,0.614666,0.841732,3,8
213,solar,solar_avg,0.594942,0.475885,0.695128,3,8
213,nuclear,nuclear_avg,0.717018,0.479233,0.808162,3,8
213,fusion,fusion_avg,0.742429,0.547634,0.834634,3,8
214,solar,solar_avg,0.596659,0.476735,0.697410,3,8
214,nuclear,nuclear_avg,0.717553,0.488401,0.809694,3,8
214,fusion,fusion_avg,0.742902,0.543557,0.837029,3,8
215,solar,solar_avg,0.598186,0.470143,0.702405,3,8
215,nuclear,nuclear_avg,0.719494,0.474108,0.815475,3,8
215,fusion,fusion_avg,0.744495,0.536325,0.842568,3,8
216,solar,solar_avg,0.578110,0.478330,0.657119,3,8
216,nuclear,nuclear_avg,0.701444,0.488046,0.777730,3,8
216,fusion,fusion_avg,0.726767,0.538487,0.802339,3,8
217,solar,solar_avg,0.568001,0.472608,0.667162,3,8
217,nuclear,nuclear_avg,0.693175,0.483378,0.783436,3,8
217,fusion,fusion_avg,0.717486,0.535367,0.810352,3,8
218,solar,solar_avg,0.598209,0.486241,0.696745,3,8
218,nuclear,nuclear_avg,0.718665,0.491596,0.808655,3,8
218,fusion,fusion_avg,0.744226,0.553040,0.835371,3,8
219,solar,solar_avg,0.601054,0.477003,0.696618,3,8
219,nuclear,nuclear_avg,0.722627,0.494504,0.810051,3,8
219,fusion,fusion_avg,0.747361,0.534217,0.837143,3,8
220,solar,solar_avg,0.595406,0.486444,0.698373,3,8
220,nuclear,nuclear_avg,0.714538,0.614444,0.811873,3,8
220,fusion,fusion_avg,0.741740,0.558282,0.837560,3,8
221,solar,solar_avg,0.594873,0.483337,0.702510,3,8
221,nuclear,nuclear_avg,0.713918,0.602287,0.816523,3,8
221,fusion,fusion_avg,0.741687,0.637414,0.841196,3,8
222,solar,solar_avg,0.598720,0.490262,0.700585,3,8
222,nuclear,nuclear_avg,0.719283,0.606875,0.814825,3,8
222,fusion,fusion_avg,0.746230,0.640526,0.841018,3,8
223,solar,solar_avg,0.567947,0.477981,0.662990,3,8
223,nuclear,nuclear_avg,0.693305,0.595630,0.782107,3,8
223,fusion,fusion_avg,0.718803,0.574877,0.805572,3,8
224,solar,solar_avg,0.574534,0.475675,0.658303,3,8
224,nuclear,nuclear_avg,0.698157,0.593336,0.777377,3,8
224,fusion,fusion_avg,0.723565,0.563211,0.802952,3,8
225,solar,solar_avg,0.602837,0.479287,0.697280,3,8
225,nuclear,nuclear_avg,0.719969,0.591360,0.808748,3,8
225,fusion,fusion_avg,0.747604,0.628286,0.835290,3,8
226,solar,solar_avg,0.601790,0.479343,0.701270,3,8
226,nuclear,nuclear_avg,0.722518,0.594222,0.812749,3,8
226,fusion,fusion_avg,0.748149,0.623264,0.839450,3,8
227,solar,solar_avg,0.603966,0.467220,0.695178,3,8
227,nuclear,nuclear_avg,0.724030,0.457582,0.808361,3,8
227,fusion,fusion_avg,0.751168,0.602845,0.835263,3,8
228,solar,solar_avg,0.601261,0.476927,0.698636,3,8
228,nuclear,nuclear_avg,0.721675,0.471102,0.810215,3,8
228,fusion,fusion_avg,0.750665,0.625295,0.836695,3,8
229,solar,solar_avg,0.599913,0.478920,0.691256,3,8
229,nuclear,nuclear_avg,0.719039,0.456650,0.805853,3,8
229,fusion,fusion_avg,0.748909,0.626004,0.832217,3,8
230,solar,solar_avg,0.570973,0.472513,0.668128,3,8
230,nuclear,nuclear_avg,0.695574,0.480441,0.788048,3,8
230,fusion,fusion_avg,0.722179,0.619828,0.811793,3,8
231,solar,solar_avg,0.564988,0.473780,0.672794,3,8
231,nuclear,nuclear_avg,0.690019,0.486016,0.790782,3,8
231,fusion,fusion_avg,0.718483,0.621674,0.815101,3,8
232,solar,solar_avg,0.602942,0.497832,0.698903,3,8
232,nuclear,nuclear_avg,0.718655,0.503400,0.811202,3,8
232,fusion,fusion_avg,0.748892,0.571887,0.837525,3,8
233,solar,solar_avg,0.597852,0.501786,0.703794,3,8
233,nuclear,nuclear_avg,0.717214,0.505164,0.817505,3,8
233,fusion,fusion_avg,0.744236,0.542396,0.842671,3,8
234,solar,solar_avg,0.601606,0.498793,0.692408,3,8
234,nuclear,nuclear_avg,0.720128,0.504428,0.807085,3,8
234,fusion,fusion_avg,0.749200,0.538988,0.833328,3,8
235,solar,solar_avg,0.597768,0.473039,0.700324,3,8
235,nuclear,nuclear_avg,0.717860,0.478600,0.814633,3,8
235,fusion,fusion_avg,0.745185,0.516750,0.838513,3,8
236,solar,solar_avg,0.597354,0.472671,0.709309,3,8
236,nuclear,nuclear_avg,0.718418,0.484360,0.822839,3,8
236,fusion,fusion_avg,0.746231,0.523110,0.846343,3,8
237,solar,solar_avg,0.577686,0.479557,0.658386,3,8
237,nuclear,nuclear_avg,0.701547,0.482298,0.780724,3,8
237,fusion,fusion_avg,0.728055,0.537152,0.803982,3,8
238,solar,solar_avg,0.567559,0.480201,0.670995,3,8
238,nuclear,nuclear_avg,0.691521,0.490343,0.790091,3,8
238,fusion,fusion_avg,0.718581,0.540982,0.813422,3,8
239,solar,solar_avg,0.600571,0.490650,0.700189,3,8
239,nuclear,nuclear_avg,0.718268,0.488320,0.812517,3,8
239,fusion,fusion_avg,0.748037,0.523618,0.838550,3,8
240,solar,solar_avg,0.597360,0.500429,0.699366,3,8
240,nuclear,nuclear_avg,0.717756,0.504591,0.815043,3,8
240,fusion,fusion_avg,0.743113,0.538168,0.839499,3,8
241,solar,solar_avg,0.598148,0.500882,0.693432,3,8
241,nuclear,nuclear_avg,0.717893,0.624678,0.809746,3,8
241,fusion,fusion_avg,0.742642,0.454781,0.833902,3,8
242,solar,solar_avg,0.598928,0.459608,0.700586,3,8
242,nuclear,nuclear_avg,0.718194,0.516048,0.815701,3,8
242,fusion,fusion_avg,0.744111,0.423406,0.839913,3,8
243,solar,solar_avg,0.599429,0.487547,0.694882,3,8
243,nuclear,nuclear_avg,0.720799,0.599434,0.809315,3,8
243,fusion,fusion_avg,0.745086,0.440192,0.834028,3,8
244,solar,solar_avg,0.545155,0.440824,0.633628,3,8
244,nuclear,nuclear_avg,0.698202,0.593786,0.783547,3,8
244,fusion,fusion_avg,0.722604,0.437724,0.807260,3,8
245,solar,solar_avg,0.544644,0.436683,0.645032,3,8
245,nuclear,nuclear_avg,0.697554,0.594135,0.793371,3,8
245,fusion,fusion_avg,0.723773,0.437416,0.814527,3,8
246,solar,solar_avg,0.558125,0.429171,0.669554,3,8
246,nuclear,nuclear_avg,0.720518,0.584028,0.814515,3,8
246,fusion,fusion_avg,0.745406,0.426429,0.839113,3,8
247,solar,solar_avg,0.561984,0.428070,0.671798,3,8
247,nuclear,nuclear_avg,0.722731,0.600002,0.817905,3,8
247,fusion,fusion_avg,0.748318,0.437559,0.842067,3,8
248,solar,solar_avg,0.558158,0.421533,0.662696,3,8
248,nuclear,nuclear_avg,0.722250,0.598025,0.812709,3,8
248,fusion,fusion_avg,0.747208,0.515235,0.833108,3,8
249,solar,solar_avg,0.554366,0.436132,0.676789,3,8
249,nuclear,nuclear_avg,0.721017,0.615546,0.824235,3,8
249,fusion,fusion_avg,0.744945,0.528001,0.848767,3,8
250,solar,solar_avg,0.557204,0.415266,0.661551,3,8
250,nuclear,nuclear_avg,0.723131,0.577250,0.810321,3,8
250,fusion,fusion_avg,0.748557,0.506042,0.834309,3,8
251,solar,solar_avg,0.538608,0.441027,0.631871,3,8
251,nuclear,nuclear_avg,0.693102,0.604771,0.784186,3,8
251,fusion,fusion_avg,0.718286,0.511040,0.807036,3,8
252,solar,solar_avg,0.539274,0.440820,0.639040,3,8
252,nuclear,nuclear_avg,0.693315,0.554327,0.789949,3,8
252,fusion,fusion_avg,0.718182,0.517024,0.812367,3,8
253,solar,solar_avg,0.559777,0.432974,0.660580,3,8
253,nuclear,nuclear_avg,0.722905,0.582391,0.806450,3,8
253,fusion,fusion_avg,0.748887,0.421846,0.831055,3,8
254,solar,solar_avg,0.558291,0.434395,0.668758,3,8
254,nuclear,nuclear_avg,0.720639,0.593623,0.816295,3,8
254,fusion,fusion_avg,0.747064,0.424691,0.838556,3,8
255,solar,solar_avg,0.555868,0.444958,0.663602,3,8
255,nuclear,nuclear_avg,0.716216,0.389135,0.811266,3,8
255,fusion,fusion_avg,0.745257,0.443873,0.837109,3,8
256,solar,solar_avg,0.557661,0.418540,0.662073,3,8
256,nuclear,nuclear_avg,0.719014,0.339814,0.811187,3,8
256,fusion,fusion_avg,0.748967,0.499238,0.836946,3,8
257,solar,solar_avg,0.551352,0.431913,0.664303,3,8
257,nuclear,nuclear_avg,0.711916,0.365166,0.814166,3,8
257,fusion,fusion_avg,0.741979,0.517353,0.839889,3,8
258,solar,solar_avg,0.540389,0.441222,0.640044,3,8
258,nuclear,nuclear_avg,0.694027,0.375593,0.788869,3,8
258,fusion,fusion_avg,0.721757,0.570436,0.812001,3,8
259,solar,solar_avg,0.539349,0.433425,0.650324,3,8
259,nuclear,nuclear_avg,0.689034,0.382250,0.799263,3,8
259,fusion,fusion_avg,0.718740,0.615277,0.822666,3,8
260,solar,solar_avg,0.557378,0.447403,0.666967,3,8
260,nuclear,nuclear_avg,0.718174,0.391693,0.812716,3,8
260,fusion,fusion_avg,0.749522,0.636063,0.838348,3,8
261,solar,solar_avg,0.557821,0.431793,0.660974,3,8
261,nuclear,nuclear_avg,0.718878,0.371941,0.808054,3,8
261,fusion,fusion_avg,0.750601,0.621643,0.833995,3,8
262,solar,solar_avg,0.560531,0.409928,0.674843,3,8
262,nuclear,nuclear_avg,0.719814,0.319190,0.821801,3,8
262,fusion,fusion_avg,0.750825,0.614744,0.847305,3,8
263,solar,solar_avg,0.555952,0.426057,0.663160,3,8
263,nuclear,nuclear_avg,0.719661,0.357331,0.810253,3,8
263,fusion,fusion_avg,0.747409,0.614482,0.836515,3,8
264,solar,solar_avg,0.558329,0.428350,0.670458,3,8
264,nuclear,nuclear_avg,0.721501,0.369331,0.817468,3,8
264,fusion,fusion_avg,0.750914,0.620679,0.843353,3,8
265,solar,solar_avg,0.540102,0.441212,0.634376,3,8
265,nuclear,nuclear_avg,0.694208,0.374056,0.782139,3,8
265,fusion,fusion_avg,0.726272,0.613680,0.807374,3,8
266,solar,solar_avg,0.541358,0.440518,0.630024,3,8
266,nuclear,nuclear_avg,0.692312,0.372225,0.777928,3,8
266,fusion,fusion_avg,0.722995,0.612083,0.801450,3,8
267,solar,solar_avg,0.555520,0.451204,0.664007,3,8
267,nuclear,nuclear_avg,0.717018,0.399095,0.810507,3,8
267,fusion,fusion_avg,0.747674,0.636072,0.836977,3,8
268,solar,solar_avg,0.557288,0.410309,0.665627,3,8
268,nuclear,nuclear_avg,0.721095,0.452388,0.811911,3,8
268,fusion,fusion_avg,0.750678,0.608632,0.838368,3,8
269,solar,solar_avg,0.553307,0.448890,0.666518,3,8
269,nuclear,nuclear_avg,0.714954,0.500377,0.815219,3,8
269,fusion,fusion_avg,0.745243,0.573765,0.841940,3,8
270,solar,solar_avg,0.554135,0.404368,0.674859,3,8
270,nuclear,nuclear_avg,0.717907,0.340902,0.819977,3,8
270,fusion,fusion_avg,0.747605,0.539349,0.846921,3,8
271,solar,solar_avg,0.555900,0.438341,0.665646,3,8
271,nuclear,nuclear_avg,0.719862,0.389214,0.813965,3,8
271,fusion,fusion_avg,0.747591,0.602499,0.841525,3,8
272,solar,solar_avg,0.538420,0.448271,0.635311,3,8
272,nuclear,nuclear_avg,0.691628,0.392156,0.784714,3,8
272,fusion,fusion_avg,0.721730,0.627718,0.809030,3,8
273,solar,solar_avg,0.541584,0.439291,0.636337,3,8
273,nuclear,nuclear_avg,0.698202,0.486545,0.786016,3,8
273,fusion,fusion_avg,0.727633,0.624413,0.810071,3,8
274,solar,solar_avg,0.582348,0.463651,0.685026,3,8
274,nuclear,nuclear_avg,0.717572,0.482470,0.809771,3,8
274,fusion,fusion_avg,0.746753,0.629615,0.834227,3,8
275,solar,solar_avg,0.581711,0.472361,0.691948,3,8
275,nuclear,nuclear_avg,0.718058,0.490593,0.815009,3,8
275,fusion,fusion_avg,0.745854,0.641696,0.840331,3,8
276,solar,solar_avg,0.586568,0.451156,0.681699,3,8
276,nuclear,nuclear_avg,0.721853,0.484637,0.807183,3,8
276,fusion,fusion_avg,0.749907,0.573517,0.832036,3,8
277,solar,solar_avg,0.584770,0.456059,0.684164,3,8
277,nuclear,nuclear_avg,0.716917,0.468537,0.811164,3,8
277,fusion,fusion_avg,0.745990,0.623251,0.836651,3,8
278,solar,solar_avg,0.585171,0.459237,0.695821,3,8
278,nuclear,nuclear_avg,0.720539,0.480140,0.821698,3,8
278,fusion,fusion_avg,0.750096,0.637971,0.846617,3,8
279,solar,solar_avg,0.574678,0.473167,0.660950,3,8
279,nuclear,nuclear_avg,0.695209,0.483082,0.785881,3,8
279,fusion,fusion_avg,0.727589,0.625932,0.810046,3,8
280,solar,solar_avg,0.564164,0.474694,0.667889,3,8
280,nuclear,nuclear_avg,0.689768,0.476922,0.792383,3,8
280,fusion,fusion_avg,0.718742,0.634767,0.816001,3,8
281,solar,solar_avg,0.585889,0.451660,0.677450,3,8
281,nuclear,nuclear_avg,0.718928,0.374510,0.802469,3,8
281,fusion,fusion_avg,0.750320,0.625572,0.828982,3,8
282,solar,solar_avg,0.584832,0.465152,0.683940,3,8
282,nuclear,nuclear_avg,0.722679,0.400986,0.809736,3,8
282,fusion,fusion_avg,0.751799,0.644103,0.836099,3,8
283,solar,solar_avg,0.584022,0.471956,0.689520,3,8
283,nuclear,nuclear_avg,0.721029,0.406273,0.815189,3,8
283,fusion,fusion_avg,0.748404,0.645788,0.838987,3,8
284,solar,solar_avg,0.584133,0.444529,0.688136,3,8
284,nuclear,nuclear_avg,0.719184,0.374597,0.813757,3,8
284,fusion,fusion_avg,0.748914,0.631019,0.839005,3,8
285,solar,solar_avg,0.581800,0.451523,0.686080,3,8
285,nuclear,nuclear_avg,0.720249,0.380320,0.812800,3,8
285,fusion,fusion_avg,0.747927,0.622555,0.838376,3,8
286,solar,solar_avg,0.569079,0.473728,0.662167,3,8
286,nuclear,nuclear_avg,0.691111,0.393775,0.787771,3,8
286,fusion,fusion_avg,0.721674,0.619800,0.811037,3,8
287,solar,solar_avg,0.572488,0.468365,0.665655,3,8
287,nuclear,nuclear_avg,0.697746,0.389410,0.790377,3,8
287,fusion,fusion_avg,0.723544,0.546467,0.812687,3,8
288,solar,solar_avg,0.580161,0.476612,0.690330,3,8
